Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
3038,260,17,541,92,5972,178,247,207,1697,Rawah,C7745
3516,122,16,90,-12,1826,246,226,103,1788,Neota,C8772
2817,25,10,42,5,735,215,219,140,210,Rawah,C7746
2963,121,11,85,15,751,239,231,121,2388,Rawah,C7745
2993,187,14,212,39,2370,221,249,158,1064,Commanche,C4758
3114,36,10,285,50,5083,219,217,132,2873,Rawah,C7746
3158,118,4,283,22,4526,226,236,145,1994,Rawah,C7201
3350,113,12,750,193,1319,240,228,117,1214,Commanche,C8776
3343,108,6,90,10,849,231,233,136,3784,Neota,C7756
2974,192,16,228,88,1771,217,251,163,1036,Commanche,C7757
3258,40,25,301,87,5328,213,177,87,1500,Rawah,C7745
3088,291,12,417,48,5052,185,238,193,601,Rawah,C7745
3221,126,21,417,45,1477,249,221,90,1549,Commanche,C4758
3017,220,17,150,-19,2126,197,254,188,402,Commanche,C7756
2849,90,4,365,22,904,226,233,143,324,Rawah,C7202
3017,1,19,764,237,853,190,202,146,1441,Commanche,C7757
3081,294,3,757,117,872,211,238,165,920,Neota,C7202
3462,35,16,658,238,2220,216,202,117,1762,Rawah,C8776
2368,323,12,319,105,1153,189,227,178,655,Cache,C2717
2302,198,21,30,6,1200,208,253,170,968,Cache,C2704
3353,133,9,95,-10,2896,235,236,132,685,Commanche,C8771
2708,141,16,108,18,1670,242,234,116,2420,Commanche,C4703
3168,352,14,631,75,3260,194,214,158,3247,Rawah,C7746
3194,42,14,595,84,1816,222,209,119,3049,Commanche,C7700
3133,224,16,408,67,5901,197,253,190,1950,Rawah,C7746
3210,285,13,90,18,1471,184,240,195,2592,Commanche,C7202
2732,329,23,162,83,1507,159,205,183,1290,Commanche,C7757
3411,315,12,361,66,5071,189,230,181,765,Rawah,C8771
2370,344,16,30,8,552,186,213,165,1332,Cache,C4703
2856,342,9,67,5,2750,201,226,164,2455,Rawah,C7745
3282,108,13,234,33,1595,242,224,109,2240,Commanche,C7756
2840,59,11,0,0,342,228,216,119,192,Commanche,C7756
2934,46,13,30,6,4574,224,210,118,4578,Rawah,C7745
3102,237,8,474,39,1940,206,247,179,825,Commanche,C7756
3034,18,29,190,48,2201,185,167,105,4126,Rawah,C7745
3080,291,25,481,169,5413,142,226,221,911,Rawah,C7745
3016,30,8,67,-3,3373,218,223,141,5254,Rawah,C7745
3063,184,20,875,68,3072,220,249,153,2353,Commanche,C7757
2823,26,17,313,35,1556,210,201,123,2300,Commanche,C7757
3026,65,21,573,194,600,234,192,80,900,Rawah,C7745
2571,96,13,391,-35,514,241,220,107,981,Rawah,C4744
3119,107,17,95,26,5257,246,218,95,175,Rawah,C7745
2808,36,12,721,117,420,219,212,127,1090,Commanche,C4704
2771,212,6,153,19,2370,215,246,168,1613,Rawah,C4744
2753,285,10,60,2,1537,192,240,188,1103,Commanche,C7202
3057,20,5,150,23,6710,217,229,150,3267,Rawah,C7745
3295,17,11,300,39,5340,211,218,142,510,Rawah,C8771
3085,281,20,400,42,1673,160,237,215,3282,Rawah,C7745
3156,147,17,216,78,162,241,236,117,2813,Neota,C7756
2978,111,11,234,56,4184,240,228,117,5247,Rawah,C4744
3165,124,10,0,0,3847,238,233,125,3282,Rawah,C7202
3167,74,7,60,-3,2466,229,227,132,1366,Commanche,C7202
3237,72,13,216,29,3375,234,215,111,3046,Commanche,C7700
2036,34,20,331,74,658,213,193,109,726,Cache,C4703
3120,288,5,300,1,2040,207,239,171,1891,Commanche,C7756
3140,30,5,90,6,4193,218,228,146,1677,Rawah,C7202
3233,16,15,601,157,960,205,206,135,1989,Commanche,C7757
3231,291,12,256,60,2613,187,238,191,1050,Commanche,C7756
3276,90,13,153,-7,1415,239,219,109,3212,Neota,C7202
3056,70,15,162,13,4860,235,210,102,1978,Rawah,C7745
3193,203,13,162,8,2924,213,251,171,1123,Commanche,C7756
3363,273,5,306,24,1110,207,241,173,2207,Commanche,C7756
3182,250,20,474,116,5943,172,250,212,2110,Rawah,C7746
3307,29,19,738,107,959,210,195,115,541,Rawah,C8771
2323,11,10,424,166,700,209,220,147,532,Cache,C2717
3146,10,15,277,82,2143,202,208,141,1999,Commanche,C7757
2861,145,10,170,25,2546,234,239,136,2563,Rawah,C7746
3349,53,15,240,115,4213,227,207,109,1190,Rawah,C7745
2406,182,14,190,62,900,224,248,154,1572,Cache,C2717
2942,27,6,451,27,3680,217,226,145,5768,Rawah,C7102
2962,31,4,361,26,4417,219,230,148,5080,Rawah,C4744
3142,128,10,182,-26,1173,238,234,125,1075,Rawah,C7745
3011,351,9,616,92,5242,204,225,159,5656,Rawah,C4744
2493,333,18,42,13,285,175,214,176,1585,Cache,C4703
2751,72,12,510,21,2542,233,217,115,2096,Commanche,C4703
2691,68,9,390,22,768,229,223,126,351,Commanche,C4703
3141,313,17,0,0,2627,173,225,192,793,Commanche,C7202
3250,334,17,153,23,1544,178,215,175,2763,Rawah,C7746
3132,349,13,124,9,4207,195,218,161,3082,Rawah,C7202
3106,106,11,150,13,4073,239,227,117,2989,Rawah,C7745
3001,18,8,706,29,5619,215,224,146,6319,Rawah,C7745
3255,10,12,192,30,1279,207,216,145,2012,Neota,C7202
3352,225,8,30,3,2155,209,248,175,2215,Commanche,C7756
2648,44,19,470,15,3085,221,196,103,2912,Commanche,C4703
2435,329,17,150,29,511,178,218,179,1325,Commanche,C4703
3292,277,20,481,186,450,162,239,215,911,Neota,C7201
2503,77,10,0,0,1224,233,221,119,1489,Commanche,C6102
3060,18,11,268,34,4723,211,217,142,1012,Rawah,C7745
3420,350,11,636,81,1504,201,222,160,1476,Commanche,C8771
2948,357,9,700,197,977,206,224,156,2642,Commanche,C7756
2932,171,16,42,3,870,229,245,143,1687,Commanche,C7757
3116,86,11,30,-1,2534,236,221,115,1299,Commanche,C7202
3088,45,7,351,4,5118,222,225,138,1315,Rawah,C7745
2745,70,12,484,62,457,233,215,112,1155,Commanche,C4704
2784,45,4,0,0,2144,221,231,147,3237,Rawah,C7102
2972,155,10,402,55,5378,231,241,141,2661,Rawah,C7746
2675,157,6,0,0,42,227,241,148,1195,Commanche,C6102
2694,165,21,218,100,1872,233,242,130,1442,Commanche,C2705
3255,69,6,270,0,824,226,228,136,1819,Rawah,C7202
2865,153,11,120,15,3006,233,241,137,2652,Rawah,C7745
3246,59,11,470,86,5460,228,216,119,2700,Rawah,C7745
2608,106,6,180,4,1518,231,232,135,1031,Commanche,C2703
3322,178,38,295,163,1654,208,230,120,552,Commanche,C8772
3192,347,12,210,14,1104,197,221,161,708,Neota,C7700
2952,192,18,390,66,1710,216,251,163,1797,Commanche,C7757
3119,204,14,30,-2,1897,212,252,172,531,Commanche,C7755
2788,209,12,408,41,4045,211,251,173,1782,Commanche,C7702
3045,135,3,484,65,2505,224,238,150,1207,Commanche,C7756
3149,175,13,60,11,3398,227,246,149,1537,Commanche,C7756
3139,189,24,120,38,2885,213,249,157,1107,Commanche,C7757
2456,255,11,488,203,895,194,247,191,466,Cache,C2703
2899,73,8,190,19,3197,230,225,128,4432,Rawah,C4744
3269,278,12,42,3,3066,187,242,195,658,Commanche,C7202
3138,354,26,170,68,4099,167,184,148,834,Rawah,C7745
3224,45,12,446,16,2847,223,214,123,1020,Commanche,C7201
3184,10,4,0,0,3573,215,231,153,3231,Rawah,C7202
2562,326,2,150,15,1084,215,237,160,4966,Rawah,C6731
2756,48,19,541,65,3241,223,194,97,2746,Commanche,C4703
2831,90,14,85,20,4360,240,218,105,4954,Rawah,C7746
3018,247,14,420,132,6066,190,250,197,5064,Rawah,C7745
3012,79,34,90,-34,524,241,159,20,1423,Rawah,C7745
3031,5,17,170,28,4422,196,205,143,1095,Rawah,C7745
2894,257,9,42,3,3020,198,246,187,2131,Commanche,C7700
3287,70,11,170,-11,3050,232,218,117,1976,Commanche,C8771
2562,80,4,162,20,1092,225,232,142,4953,Rawah,C6731
3135,45,1,150,4,2719,219,236,154,1008,Rawah,C7202
2197,327,25,180,125,85,151,202,187,499,Cache,C4703
3161,62,7,541,92,4407,226,226,134,2107,Rawah,C7745
3203,342,1,190,8,808,217,237,157,1101,Neota,C7700
2704,1,16,277,82,2516,194,207,148,1385,Commanche,C4703
3083,0,3,330,26,3208,215,234,156,1379,Commanche,C7756
3074,350,7,134,17,3608,208,229,159,277,Rawah,C7745
2817,336,8,67,7,2282,203,230,166,2676,Rawah,C7745
2766,173,20,90,14,1312,228,245,140,1614,Commanche,C2705
2643,159,3,190,66,1273,223,240,152,1495,Commanche,C4704
3330,318,11,335,55,2590,190,230,179,883,Commanche,C7201
3044,46,24,234,86,201,219,182,85,1392,Commanche,C7700
2982,176,13,514,96,1590,226,247,150,1868,Commanche,C7756
2313,348,30,300,123,1211,149,175,154,256,Cache,C4703
2793,175,10,67,2,1902,226,246,151,2297,Commanche,C7702
3017,72,2,30,1,3042,222,234,149,446,Rawah,C7745
2997,65,10,228,31,272,230,221,123,1179,Rawah,C7202
3165,15,8,300,0,3801,213,223,147,4554,Rawah,C7202
3120,203,5,210,15,1104,217,245,164,1839,Rawah,C7202
3091,185,8,0,0,3051,222,246,158,1222,Commanche,C7202
2659,44,15,0,0,1167,222,205,114,3254,Rawah,C7102
2701,42,13,361,31,404,222,212,123,1158,Commanche,C4704
3157,160,20,402,79,234,236,240,126,3365,Neota,C7201
2839,145,11,295,38,2614,236,238,132,2638,Rawah,C7746
3174,349,32,560,89,1114,146,170,151,1604,Commanche,C7700
3231,37,16,297,43,1354,218,203,117,768,Neota,C7756
2578,355,6,258,16,1530,211,230,157,1718,Commanche,C2703
2610,34,27,256,167,780,204,170,87,1412,Commanche,C7757
2962,292,10,210,47,3007,191,238,187,1410,Commanche,C7755
3029,98,17,607,202,1170,245,214,92,720,Rawah,C7745
3068,59,6,552,5,190,224,228,139,1478,Commanche,C7202
3071,58,16,134,5,3881,230,203,101,693,Rawah,C7201
2957,135,2,162,3,1259,222,238,152,277,Commanche,C7756
3014,349,6,720,128,1530,209,230,159,2081,Commanche,C7756
2734,39,15,247,73,1717,219,206,118,1677,Rawah,C7745
2995,85,8,255,63,3792,232,226,126,2675,Rawah,C7745
2853,39,7,228,62,2471,221,225,140,3122,Rawah,C4744
3193,90,7,30,-3,2290,231,229,132,983,Rawah,C7202
3518,81,12,424,84,2831,237,218,110,1871,Rawah,C8776
3412,309,10,277,39,2340,192,233,182,2654,Commanche,C8771
3068,140,8,270,7,1471,233,238,136,792,Commanche,C7756
3272,333,10,418,44,1772,198,228,169,774,Commanche,C7755
3161,84,5,1261,292,2958,227,231,139,1739,Commanche,C7756
3144,281,10,124,13,3192,194,241,187,722,Rawah,C7745
2892,146,7,150,16,3662,230,239,142,3740,Rawah,C7202
2568,123,22,306,132,313,251,218,84,283,Commanche,C2705
3321,358,17,457,88,1099,191,206,151,604,Rawah,C8771
2534,160,14,60,0,1524,233,242,136,4521,Rawah,C6731
3208,340,6,218,36,4364,207,231,163,3371,Rawah,C7745
2811,95,16,150,27,2932,244,215,96,2124,Rawah,C7745
3026,16,8,426,50,5327,214,224,147,1176,Rawah,C7745
2637,162,11,433,100,607,231,243,143,1471,Commanche,C2703
3120,63,3,591,39,1900,222,233,146,2718,Commanche,C7756
3287,329,13,990,147,1831,189,225,175,685,Commanche,C7700
3210,79,6,108,8,5677,228,229,135,799,Rawah,C7201
3007,343,25,751,-18,793,161,193,165,1282,Commanche,C7700
2561,43,20,162,51,1395,220,192,99,1536,Commanche,C4703
3343,252,11,1052,233,1320,195,248,191,2964,Commanche,C7755
3069,0,14,295,52,1310,199,214,151,2575,Commanche,C7755
2830,18,10,42,2,1167,213,220,143,1739,Rawah,C7746
2290,294,41,134,83,277,79,194,238,1307,Cache,C4703
2970,113,6,95,3,4657,231,234,136,1825,Rawah,C7101
3004,25,23,297,22,1690,201,184,111,1296,Commanche,C7756
2618,102,16,0,0,825,245,217,95,2018,Rawah,C7746
2750,32,8,240,63,1736,219,224,141,595,Rawah,C4744
3029,96,15,228,31,4131,243,217,100,2582,Rawah,C7745
2689,133,10,60,-1,1587,237,235,128,1399,Rawah,C4744
2839,328,9,60,3,2779,199,230,170,2477,Rawah,C7745
2271,326,19,150,40,1560,169,215,184,735,Cache,C2717
3051,337,9,120,-5,3313,200,228,166,1242,Commanche,C7756
2754,138,7,0,0,2125,232,238,138,2984,Rawah,C7102
2968,288,6,492,55,5449,203,239,175,4126,Rawah,C7745
3298,78,16,134,22,1655,239,210,97,2970,Rawah,C7201
2436,105,12,60,2,454,240,225,113,1371,Cache,C2717
2706,176,11,108,15,2268,226,246,152,1800,Rawah,C7746
3196,81,36,90,38,4813,241,153,0,1448,Rawah,C7746
2844,347,11,616,12,570,198,222,162,1236,Commanche,C4704
2801,79,15,42,10,1989,239,211,98,1816,Commanche,C4758
3008,102,18,67,4,4094,247,214,89,3958,Rawah,C7745
2877,93,8,190,29,2879,233,228,127,2312,Rawah,C7745
3156,286,12,255,5,2018,185,239,194,782,Commanche,C7756
3201,328,14,150,32,4230,186,224,177,420,Commanche,C7756
3277,28,4,268,41,2056,218,232,150,2491,Rawah,C7745
3019,65,19,335,30,537,234,197,87,1652,Rawah,C7745
3354,92,11,85,-11,2207,237,223,116,3326,Rawah,C8771
3237,61,13,365,-13,679,230,211,111,2431,Rawah,C7201
2902,122,29,309,160,2024,254,204,57,571,Commanche,C4758
3069,32,9,421,70,2958,218,221,139,1734,Commanche,C7756
2946,113,5,335,20,1822,230,234,138,1298,Commanche,C7202
3012,75,15,60,19,234,237,210,100,1570,Commanche,C7700
3008,199,9,983,36,5792,217,248,165,6066,Rawah,C7745
3136,245,5,175,24,1697,210,244,172,2458,Commanche,C7756
2499,157,20,90,-4,1338,237,239,122,524,Commanche,C2705
2865,22,34,492,110,1214,179,147,85,1050,Commanche,C7756
3126,304,16,95,25,1234,175,230,195,2225,Rawah,C7745
2604,110,15,67,0,3125,244,223,104,2269,Commanche,C4704
3327,157,8,300,59,3145,229,241,145,531,Commanche,C8771
2571,276,20,60,24,931,161,240,216,1057,Commanche,C7700
3157,75,13,939,-66,959,235,216,110,1679,Rawah,C7745
2763,113,35,67,44,2121,254,181,23,404,Commanche,C4758
3296,339,12,630,26,3692,193,222,168,949,Commanche,C7790
3172,158,30,551,170,815,237,229,100,1382,Commanche,C7709
3296,148,9,994,180,2407,232,240,139,2259,Commanche,C7755
3095,334,25,618,54,1273,155,198,178,934,Commanche,C7757
3296,80,32,277,105,3804,242,164,0,2647,Rawah,C8772
2646,97,9,42,0,2108,236,227,122,2041,Commanche,C4703
3341,88,26,42,14,2574,248,187,52,553,Commanche,C8703
2844,129,6,30,2,2361,230,236,139,661,Commanche,C7202
2901,127,10,150,-2,3560,237,234,126,1738,Rawah,C4744
3144,0,9,268,59,5072,208,224,154,446,Rawah,C7745
2258,301,18,270,146,819,169,230,201,242,Cache,C4703
2976,356,13,573,242,3379,198,216,155,1317,Rawah,C4744
2962,81,7,360,135,5003,230,227,129,5025,Rawah,C4744
3227,17,9,300,10,6066,213,222,145,1129,Rawah,C7201
3282,204,15,323,49,2188,211,252,173,1188,Rawah,C7745
3292,118,11,60,-1,1338,239,230,119,1338,Rawah,C8703
2931,7,19,67,6,1924,195,200,139,2784,Commanche,C7101
3046,243,6,693,29,1360,207,245,176,765,Commanche,C7101
2976,247,14,277,84,2271,190,250,197,1318,Commanche,C7757
3137,286,12,361,62,1928,187,239,192,2518,Commanche,C7756
3138,261,9,95,9,911,199,245,185,1476,Commanche,C7202
3049,359,9,108,1,2550,206,223,155,2915,Commanche,C7756
2978,230,20,192,60,2825,184,254,202,1900,Commanche,C7757
2616,358,29,134,-4,1087,162,173,138,6433,Rawah,C7745
3375,351,12,85,0,2505,199,220,159,2486,Commanche,C8771
3264,332,15,309,12,4374,185,221,174,684,Commanche,C7756
2689,276,41,503,212,872,83,211,249,1770,Commanche,C7710
3412,210,8,330,19,3065,214,247,169,258,Commanche,C8771
2699,196,14,382,11,541,216,251,166,886,Commanche,C7790
2610,50,4,30,2,2135,221,231,146,1182,Commanche,C6102
2677,62,20,30,-4,1413,233,196,87,752,Rawah,C7202
2291,116,8,67,17,60,235,232,129,900,Commanche,C2704
2966,82,20,350,152,362,243,200,78,1206,Rawah,C7746
2461,320,19,124,10,811,168,219,189,1082,Cache,C4703
3177,45,12,218,3,5023,223,214,123,2295,Rawah,C7201
3042,354,9,95,22,1320,206,225,158,1091,Commanche,C7202
3323,100,20,175,47,907,249,208,79,655,Neota,C7756
3078,62,11,781,106,2363,230,216,118,2315,Commanche,C7756
2903,159,7,297,50,3282,227,241,148,2568,Rawah,C4744
2523,140,30,330,144,360,248,215,72,1057,Commanche,C2705
3147,21,14,134,5,1448,210,210,134,379,Commanche,C7700
2889,206,10,342,36,3123,214,250,170,2489,Rawah,C7745
3043,14,10,212,38,1154,210,218,144,1328,Commanche,C7756
2861,340,20,218,48,2874,173,206,169,1848,Commanche,C7757
2868,108,5,430,56,2310,228,234,141,1919,Rawah,C4744
3133,245,12,366,73,362,196,249,190,685,Commanche,C7756
3080,89,18,150,38,926,244,208,86,2174,Rawah,C7745
2732,114,22,247,90,2311,251,212,76,2323,Commanche,C2705
2204,287,25,192,102,1233,142,228,223,1065,Cache,C4703
2902,236,36,175,120,2538,137,244,225,1784,Commanche,C4758
3347,168,14,361,55,3095,231,245,142,1159,Commanche,C7756
2775,171,13,210,108,2940,229,245,146,6360,Rawah,C7746
2903,233,10,190,7,5326,204,249,182,5427,Rawah,C6101
2830,168,26,190,52,3694,230,240,125,1423,Rawah,C7746
2470,203,6,433,114,864,217,246,164,1291,Cache,C2717
3448,118,8,700,163,2290,234,233,130,1358,Rawah,C8776
2925,236,10,371,41,1431,202,249,184,1328,Commanche,C7756
2992,338,8,497,89,3169,202,228,165,1442,Rawah,C4744
2955,337,12,569,-9,3467,194,224,169,5838,Rawah,C7102
2849,42,7,0,0,875,221,225,139,443,Commanche,C7202
2877,321,13,342,28,2429,187,227,180,2605,Rawah,C7745
3261,92,14,180,103,4921,242,216,101,1544,Rawah,C7745
3401,31,22,297,112,5013,209,188,106,212,Rawah,C8772
3227,106,4,551,36,4857,227,234,142,2430,Rawah,C8771
3091,54,16,124,-3,1224,228,204,105,2400,Commanche,C7700
3008,234,7,648,122,1448,209,246,175,1932,Commanche,C7756
3116,311,25,376,49,1734,146,214,204,3304,Rawah,C7745
3210,151,7,677,26,1138,230,240,143,2135,Commanche,C7756
3191,325,4,306,16,4119,210,235,163,3048,Rawah,C7101
3041,34,15,190,25,1878,216,205,120,3584,Commanche,C7702
3229,304,13,671,11,3553,185,233,188,1224,Commanche,C7201
3165,242,11,582,16,6277,198,249,189,1606,Rawah,C7745
2758,105,22,30,9,1879,250,207,74,1149,Commanche,C4758
2731,221,30,201,114,497,170,251,203,1556,Commanche,C4758
2746,216,7,30,-7,2529,213,247,170,1742,Rawah,C4744
3090,260,10,42,6,5447,196,246,188,2874,Rawah,C7202
2620,208,10,450,104,702,213,250,171,1626,Commanche,C2703
3156,29,8,335,14,1917,217,222,140,875,Commanche,C7755
2896,29,13,499,98,3307,215,210,129,603,Commanche,C7757
2570,33,30,42,-3,779,199,160,80,1302,Commanche,C4703
3109,317,10,190,9,1041,195,232,177,1699,Neota,C7700
3285,77,5,402,95,5442,227,230,138,1124,Rawah,C7745
2738,107,13,30,7,2856,241,224,110,4897,Rawah,C7102
3175,81,6,60,7,2831,228,230,136,5340,Rawah,C7745
2121,276,26,90,57,480,140,234,229,335,Cache,C4703
1955,302,39,85,55,124,87,190,228,350,Cache,C4703
2565,182,7,0,0,2820,222,245,157,2316,Commanche,C7102
3207,238,8,108,11,997,207,247,178,1256,Neota,C8776
3318,126,4,582,130,1165,227,237,145,2469,Rawah,C7745
3220,46,16,95,0,2520,223,204,110,1500,Commanche,C7202
2684,43,8,95,7,1597,222,223,136,1140,Rawah,C7745
3173,91,13,216,29,3076,240,218,106,2949,Commanche,C7700
2595,236,29,360,169,2121,158,250,218,297,Commanche,C2705
2743,54,14,90,-14,1318,228,208,111,1443,Rawah,C7202
3089,339,4,660,46,752,211,234,161,875,Neota,C7201
2770,32,15,192,19,1983,216,205,122,3582,Rawah,C4744
3328,103,13,124,17,4271,242,222,108,3755,Commanche,C7202
2903,274,7,210,7,5647,202,242,179,6385,Rawah,C6101
2764,29,20,95,18,1442,209,191,111,2546,Commanche,C4703
2840,311,10,85,13,2869,194,233,179,4027,Rawah,C7745
2923,217,19,95,37,2672,196,254,189,2163,Commanche,C4758
3269,248,23,162,48,2234,166,250,217,3022,Rawah,C7745
3231,217,5,134,17,4927,215,245,167,510,Rawah,C7201
2934,214,11,108,13,2106,210,250,175,1829,Commanche,C7202
3215,61,2,537,34,5797,221,234,149,2590,Rawah,C7745
3298,242,24,240,51,3346,165,251,216,1429,Commanche,C7756
3268,45,7,633,120,6120,222,225,138,2070,Rawah,C7745
2916,359,12,67,8,2300,202,218,153,366,Commanche,C7755
2722,262,2,67,1,2352,215,239,162,4236,Rawah,C4744
2745,278,17,95,42,2086,172,241,207,108,Commanche,C7757
3271,68,12,240,37,3524,232,216,114,1797,Rawah,C7745
2933,5,8,218,13,5075,210,224,152,2040,Rawah,C7745
3301,242,5,90,6,1266,211,243,170,1489,Commanche,C7103
3086,307,7,376,-40,2398,201,236,175,1655,Commanche,C7202
3431,228,26,738,308,3274,172,253,208,2724,Rawah,C8772
3057,9,15,571,133,4183,202,209,142,2313,Rawah,C7745
2931,124,24,212,54,5094,252,214,76,285,Rawah,C7746
3103,119,18,258,45,4126,248,221,94,646,Rawah,C7746
3155,59,12,134,14,4254,229,215,117,3535,Rawah,C7201
3171,343,13,895,90,1570,193,219,165,2610,Commanche,C7756
3047,211,18,600,180,5954,202,254,182,3907,Rawah,C7745
3108,158,11,569,46,376,232,242,140,1593,Commanche,C7202
3011,93,12,0,0,3288,239,222,111,5894,Rawah,C7745
2868,323,15,391,118,2527,181,224,182,908,Commanche,C7700
3280,57,13,277,57,3451,228,213,116,2970,Commanche,C7700
2056,55,30,342,207,323,223,162,53,870,Cache,C2706
3290,109,16,570,9,895,246,220,98,2673,Rawah,C7201
2879,108,14,42,1,1433,243,223,106,2613,Commanche,C7757
3191,191,6,335,-15,658,220,245,160,2213,Commanche,C7202
3265,81,11,607,-19,1362,235,219,114,2076,Rawah,C8771
3232,277,12,509,48,607,186,242,195,886,Neota,C7202
3270,290,13,488,87,618,184,238,194,309,Neota,C7700
2840,18,12,420,89,1140,211,215,139,2556,Commanche,C4703
2774,138,26,180,-41,631,248,221,83,342,Rawah,C7746
2994,133,10,283,62,4693,237,235,128,1584,Rawah,C7745
3205,57,7,417,-15,5485,225,226,136,1965,Rawah,C7201
3099,73,17,301,3,920,237,205,93,900,Rawah,C7745
3113,22,11,351,80,218,213,217,139,1167,Commanche,C7756
2995,330,22,162,54,1323,164,208,181,2264,Commanche,C7757
2613,7,14,400,199,335,201,211,145,920,Cache,C2717
2717,71,20,0,0,192,238,197,82,1377,Rawah,C7202
3246,310,11,42,0,4456,191,233,182,525,Rawah,C8771
2940,317,11,30,8,5650,191,231,179,1744,Rawah,C7745
2723,32,9,0,0,2922,218,220,137,878,Commanche,C7700
3058,96,2,558,-12,1544,223,236,149,1260,Rawah,C7202
2867,24,12,212,12,3586,213,214,135,5819,Rawah,C7745
2259,353,18,417,117,834,187,206,155,1025,Cache,C4703
3135,155,4,90,0,4319,224,240,150,1712,Rawah,C7201
2734,269,13,0,0,1650,185,244,199,1092,Commanche,C7202
3592,348,13,256,98,1914,194,217,161,2338,Neota,C8776
3280,49,5,127,19,6408,222,228,141,42,Rawah,C7201
2323,80,27,339,143,1434,244,180,47,212,Cache,C4703
2877,67,11,240,17,3115,231,218,119,2613,Rawah,C7745
2851,25,21,175,45,2565,205,191,116,979,Commanche,C7755
2975,156,6,240,23,4308,227,241,148,5353,Rawah,C4744
2847,150,17,60,-2,4813,240,237,121,4508,Rawah,C7746
3097,82,5,247,20,2341,227,231,138,2171,Commanche,C7756
3047,117,6,270,13,6655,231,234,136,3406,Rawah,C7745
2955,58,14,30,-3,4791,230,209,109,4739,Rawah,C7745
2873,57,25,342,94,3281,228,180,71,792,Commanche,C4703
3154,0,5,0,0,5002,213,231,156,2751,Rawah,C7202
3113,104,24,382,95,4156,252,202,65,2601,Rawah,C7746
2948,352,5,108,27,1563,211,231,158,700,Commanche,C7755
3104,142,17,285,40,4046,242,234,115,560,Rawah,C7746
3401,30,20,446,177,2062,210,192,111,1974,Rawah,C8772
3031,170,13,360,23,5594,229,245,145,1761,Rawah,C7202
2652,123,15,85,3,1761,244,228,110,376,Commanche,C4704
3060,90,7,309,44,1263,231,229,132,2833,Rawah,C7745
3311,37,14,277,104,2110,219,209,123,2016,Commanche,C7757
3221,189,24,153,41,2121,214,250,157,1423,Commanche,C7757
2911,10,7,270,47,1978,213,227,151,930,Commanche,C7755
3327,357,5,649,54,942,213,231,157,1112,Neota,C7202
3257,0,0,85,4,3501,218,237,156,3826,Rawah,C8771
3168,356,3,42,0,661,214,234,157,1187,Neota,C7202
3185,309,12,702,46,1932,187,232,185,474,Commanche,C7757
3132,81,10,95,11,1461,234,222,118,426,Commanche,C7756
3110,270,6,570,56,2442,204,242,177,2145,Commanche,C7756
2915,47,23,576,-36,808,221,183,85,424,Commanche,C7757
3119,245,15,674,107,6090,188,250,199,1533,Rawah,C7746
2177,284,23,30,12,1036,149,233,221,592,Cache,C5101
2458,70,23,108,34,933,237,189,70,618,Cache,C4703
3080,97,6,60,2,3918,230,231,135,2079,Rawah,C7202
3097,25,10,42,2,3805,215,219,139,285,Commanche,C7202
3025,113,2,300,51,451,222,237,151,1155,Rawah,C7202
3182,133,31,630,28,1068,251,208,60,2402,Rawah,C7745
3137,336,3,300,29,2228,213,235,160,2522,Commanche,C7756
3172,90,1,30,-1,3361,220,237,153,3271,Rawah,C7202
2830,268,11,698,73,2102,191,245,193,1801,Commanche,C6102
2320,240,34,90,50,1296,138,244,228,469,Cache,C2702
3182,65,4,300,11,192,223,231,143,1440,Neota,C7202
2857,71,32,30,-10,323,236,160,30,2349,Rawah,C7746
3030,281,10,402,29,2755,194,241,187,234,Rawah,C7745
2809,315,17,0,0,2465,172,223,191,1380,Commanche,C7755
2780,103,3,182,24,1857,225,235,145,1861,Rawah,C4744
2699,126,8,212,50,2241,235,234,131,2103,Commanche,C4703
2975,95,12,134,23,4164,239,222,112,2185,Rawah,C7102
2706,78,17,30,10,1572,240,206,91,646,Rawah,C7102
3290,320,17,541,62,1894,173,221,187,828,Commanche,C7755
2704,72,10,85,11,1384,232,221,120,1956,Rawah,C7745
2732,298,4,210,24,1140,210,238,167,2268,Rawah,C7745
2755,252,5,127,4,1872,210,243,171,1061,Rawah,C4744
3187,162,8,408,1,912,229,242,146,2460,Rawah,C7202
3320,138,23,67,25,973,247,225,94,1236,Neota,C7700
2292,43,26,127,49,616,215,173,79,666,Cache,C4703
2668,69,11,134,-9,1860,231,219,119,1604,Commanche,C4703
3076,340,12,67,14,531,195,223,166,1388,Rawah,C7202
3259,323,12,42,9,794,189,227,178,1304,Neota,C8772
3267,83,36,256,54,4690,242,153,0,295,Rawah,C7201
2980,276,6,618,-54,1509,203,241,178,1722,Commanche,C7755
3157,262,16,60,2,2697,180,246,205,700,Commanche,C7202
3235,121,7,42,0,2912,232,234,135,691,Rawah,C7202
2760,57,12,150,18,2790,228,215,119,4722,Rawah,C7700
3206,331,15,418,2,3833,182,219,176,1507,Commanche,C7201
2432,2,6,242,45,782,211,228,154,787,Cache,C2703
2949,236,12,366,53,5847,198,251,189,6305,Rawah,C7745
